Occurrences,Average Signal Strength (dBm),Average Bit Rate (Mbps),Mac Address
12,-55.916666666666664,22.5,e0:0a:f6:4b:9a:45
12,-66.33333333333333,24.0,12:0f:67:c2:a5:31
12,-70.66666666666667,1.0,be:ba:32:70:08:45
12,-70.91666666666667,24.0,fc:aa:b6:85:17:30
12,-69.16666666666667,24.0,f2:c5:4d:1f:00:3c
12,-69.66666666666667,24.0,f2:d0:a4:3f:00:3c
12,-67.25,24.0,54:b8:02:e2:32:4e
12,-51.166666666666664,24.0,f2:78:bd:cf:00:28
12,-68.41666666666667,24.0,f2:d0:a4:0f:00:3c
12,-68.16666666666667,24.0,f0:65:ae:02:32:ca
12,-68.41666666666667,24.0,f2:76:20:3f:00:3c
12,-64.58333333333333,24.0,f2:77:ae:af:00:3c
12,-50.583333333333336,24.0,94:14:7a:a2:2d:0b
12,-50.083333333333336,24.0,74:40:bb:4d:09:65
12,-70.5,24.0,16:ee:97:f8:e3:72
12,-68.75,24.0,cc:42:10:72:c6:63
12,-67.5,24.0,f2:c5:4d:af:00:3c
12,-67.58333333333333,24.0,f2:6d:1f:ff:00:3c
12,-67.58333333333333,24.0,88:1e:5a:35:26:af
12,-50.75,24.0,dc:21:5c:67:c3:7a
12,-55.166666666666664,70.574,fc:b3:bc:97:c9:7b
12,-50.0,24.0,f2:78:bc:af:00:28
12,-64.5,24.0,f2:c5:4d:7f:00:3c
12,-61.5,24.0,44:d5:cc:58:d6:e6
12,-69.58333333333333,24.0,28:c5:38:16:1e:8f
12,-64.91666666666667,24.0,f2:76:17:9f:00:3c
13,-64.92307692307692,24.0,98:09:cf:a5:06:02
13,-51.07692307692308,24.0,6a:bd:d0:6b:14:9b
13,-65.61538461538461,24.0,2c:be:eb:36:15:0a
13,-67.0,24.0,f2:76:0d:df:00:3c
13,-66.3076923076923,24.0,f2:6d:1a:bf:00:3c
13,-69.3076923076923,24.0,f2:6d:1c:6f:00:3c
13,-62.76923076923077,24.0,f2:76:18:2f:00:3c
13,-68.53846153846153,24.0,30:d7:a1:9e:ff:d1
13,-69.61538461538461,24.0,f2:6d:1a:ef:00:3c
13,-63.69230769230769,24.0,18:e7:b0:da:88:76
13,-52.76923076923077,24.0,80:2b:f9:c2:5f:ad
13,-64.15384615384616,24.0,28:ea:2d:94:b8:76
13,-68.0,24.0,f2:6d:1a:5f:00:3c
13,-68.84615384615384,24.0,f2:c5:4c:bf:00:3c
13,-65.0,24.0,48:74:12:e0:96:77
13,-48.23076923076923,24.0,50:e0:85:4a:66:40
13,-50.69230769230769,24.0,f2:6d:2a:7f:00:28
13,-49.76923076923077,24.0,66:92:51:cb:bd:b4
13,-66.3076923076923,24.0,b4:19:74:22:f8:61
13,-65.84615384615384,24.0,18:e7:b0:db:0e:b9
13,-63.84615384615385,24.0,ba:01:1d:4a:9b:88
13,-68.23076923076923,24.0,f2:d1:22:0f:00:3c
13,-67.76923076923077,24.0,f2:78:19:5f:00:3c
13,-51.30769230769231,24.0,f2:6d:19:cf:00:28
13,-52.61538461538461,24.0,d8:c0:a6:e0:05:0f
13,-52.84615384615385,24.0,f8:4d:89:7b:37:4f
13,-67.84615384615384,24.0,d8:b0:53:57:68:35
13,-68.07692307692308,24.0,f2:c5:4d:4f:00:3c
13,-50.69230769230769,24.0,24:95:2f:bd:af:90
13,-48.61538461538461,24.0,4e:be:77:89:f9:cb
13,-66.46153846153847,24.0,f2:6d:13:ff:00:3c
13,-68.0,24.0,e4:84:d3:38:d3:4d
13,-65.15384615384616,24.0,f2:c5:4e:9f:00:3c
13,-50.23076923076923,24.0,f2:6d:1e:af:00:28
13,-47.23076923076923,24.0,e0:d4:e8:dc:04:9c
13,-67.61538461538461,24.0,f2:76:0e:3f:00:3c
13,-46.30769230769231,24.0,cc:08:fa:60:6b:20
13,-69.15384615384616,24.0,f2:76:17:3f:00:3c
13,-48.61538461538461,24.0,5c:5f:67:09:d7:bf
13,-71.07692307692308,24.0,f2:78:19:2f:00:3c
13,-66.23076923076923,24.0,f8:10:93:a1:e9:9f
13,-64.23076923076923,24.0,f2:76:16:1f:00:3c
13,-68.23076923076923,24.0,e4:ec:e8:c9:80:3e
13,-50.76923076923077,24.0,d4:1b:81:59:a5:73
13,-47.23076923076923,24.0,58:ce:2a:67:b1:f5
13,-52.30769230769231,24.0,74:4c:a1:48:a8:2d
13,-65.92307692307692,24.0,f2:c5:4f:ef:00:3c
13,-66.61538461538461,24.0,bc:f7:30:48:a8:6e
13,-52.38461538461539,24.0,1c:57:dc:56:1e:83
13,-65.6923076923077,24.0,14:49:d4:de:eb:f6
13,-66.3076923076923,24.0,f2:78:19:8f:00:3c
13,-67.38461538461539,24.0,14:94:6c:99:2f:9a
13,-51.92307692307692,24.0,d0:ab:d5:3a:4f:ad
13,-50.15384615384615,24.0,f2:c5:51:0f:00:28
13,-66.23076923076923,24.0,f2:78:0b:1f:00:3c
13,-65.84615384615384,24.0,f2:6d:25:ff:00:3c
13,-70.07692307692308,24.0,f2:ca:a9:ff:00:3c
13,-51.69230769230769,24.0,f2:78:18:ff:00:28
13,-67.61538461538461,24.0,f2:6d:1b:7f:00:3c
13,-50.53846153846154,24.0,f2:c5:52:ef:00:28
13,-50.53846153846154,24.0,f2:76:12:8f:00:28
13,-51.23076923076923,24.0,f4:6d:3f:ae:34:d6
13,-49.0,24.0,d4:d2:52:c2:a1:7d
13,-49.0,24.0,f2:6d:11:5f:00:28
13,-62.23076923076923,24.0,d8:b0:53:5f:0b:17
13,-50.76923076923077,24.0,b0:be:83:3e:7a:69
13,-56.92307692307692,24.0,8a:4c:3b:9e:ad:04
13,-66.23076923076923,24.0,f2:76:17:cf:00:3c
13,-49.92307692307692,24.0,0c:e4:41:e2:a8:70
13,-62.69230769230769,24.0,f2:78:bf:4f:00:3c
13,-70.07692307692308,24.0,f2:76:18:ef:00:3c
13,-68.15384615384616,24.0,f2:d1:20:8f:00:3c
13,-66.46153846153847,24.0,f2:6d:24:1f:00:3c
13,-71.07692307692308,24.0,f2:6d:11:8f:00:3c
13,-51.92307692307692,24.0,d4:1b:81:61:bc:6b
13,-51.76923076923077,24.0,fc:e2:6c:05:f0:c5
13,-64.38461538461539,24.0,f2:78:5e:8f:00:3c
13,-51.46153846153846,24.0,f2:6d:1f:6f:00:28
13,-65.61538461538461,24.0,f2:78:0a:5f:00:3c
13,-64.92307692307692,24.0,f2:6d:2a:7f:00:3c
13,-67.3076923076923,24.0,1c:02:19:55:6b:6b
13,-65.61538461538461,24.0,5c:ed:f4:a3:b9:b6
13,-50.0,24.0,f2:76:18:bf:00:28
13,-68.23076923076923,24.0,f2:6d:0e:ef:00:3c
13,-65.6923076923077,24.0,f2:d1:21:df:00:3c
14,-63.07142857142857,24.0,50:29:f5:36:8f:ff
14,-52.5,24.0,66:7b:0e:60:16:46
14,-51.785714285714285,24.0,14:d4:24:a4:0e:63
14,-52.642857142857146,24.0,c4:35:d9:a5:a1:dc
14,-67.71428571428571,24.0,4c:56:9d:3f:7c:f1
14,-66.5,24.0,f2:6d:0e:bf:00:3c
14,-63.857142857142854,24.0,f2:76:0e:0f:00:3c
14,-64.28571428571429,24.0,f2:6d:22:9f:00:3c
14,-65.28571428571429,24.0,f2:77:ad:8f:00:3c
14,-51.07142857142857,24.0,f2:6d:1c:3f:00:28
14,-64.92857142857143,24.0,60:3a:af:7b:c7:39
14,-70.14285714285714,24.0,f2:6d:12:7f:00:3c
14,-66.85714285714286,24.0,f2:78:be:ef:00:3c
14,-70.21428571428571,24.0,f2:c5:50:df:00:3c
14,-68.78571428571429,24.0,a0:4e:cf:8c:8d:ff
14,-68.14285714285714,24.0,88:a3:03:8c:98:52
14,-65.35714285714286,24.0,f2:6d:13:6f:00:3c
14,-63.42857142857143,24.0,f2:6d:2a:1f:00:3c
14,-49.642857142857146,24.0,e0:d4:e8:c5:be:c6
14,-66.14285714285714,24.0,e8:7f:95:a5:b2:72
14,-50.357142857142854,24.0,f2:6d:13:9f:00:28
14,-66.5,24.0,f2:6d:13:cf:00:3c
14,-49.214285714285715,24.0,34:6f:24:cd:81:0b
14,-67.07142857142857,24.0,c0:cc:f8:ee:76:78
14,-50.785714285714285,24.0,5c:87:9c:e3:a1:52
14,-66.85714285714286,24.0,f2:78:5f:4f:00:3c
14,-51.142857142857146,24.0,f2:6d:1a:8f:00:28
14,-62.857142857142854,24.0,98:a5:f9:c9:2e:ea
14,-60.714285714285715,24.0,f2:76:0f:2f:00:3c
14,-67.78571428571429,24.0,f2:6d:2b:cf:00:3c
14,-49.92857142857143,24.0,f2:76:0e:6f:00:28
14,-66.0,24.0,f2:6d:1f:6f:00:3c
14,-66.28571428571429,24.0,f2:76:1b:8f:00:3c
14,-47.714285714285715,24.0,f8:4d:89:76:5d:84
14,-52.57142857142857,24.0,76:40:9c:24:f1:dd
14,-70.21428571428571,24.0,f8:38:80:2c:bd:d7
14,-52.07142857142857,24.0,1c:91:80:e6:14:80
14,-67.92857142857143,24.0,b4:c4:fc:cd:61:17
14,-65.42857142857143,24.0,a8:ab:b5:56:c0:8c
14,-51.714285714285715,22.357142857142858,94:ad:23:7a:f4:40
14,-65.57142857142857,24.0,f2:c5:4e:3f:00:3c
14,-61.214285714285715,24.0,f2:6d:18:af:00:3c
14,-69.5,24.0,28:ea:2d:c6:df:a4
14,-64.21428571428571,24.0,0c:cb:85:6e:d7:5e
14,-67.64285714285714,24.0,f2:c5:51:ff:00:3c
14,-51.42857142857143,24.0,d0:ab:d5:35:a9:12
14,-50.5,24.0,8c:17:59:c4:45:32
14,-66.21428571428571,24.0,f2:6d:1c:3f:00:3c
14,-69.92857142857143,24.0,a4:55:90:34:77:a7
14,-47.07142857142857,24.0,1c:91:80:c9:49:a3
14,-50.714285714285715,24.0,f2:76:1b:5f:00:28
14,-66.64285714285714,24.0,f2:6d:28:9f:00:3c
14,-67.5,24.0,f2:c5:51:6f:00:3c
14,-67.78571428571429,24.0,f2:78:5d:ff:00:3c
14,-68.42857142857143,24.0,f2:6d:25:3f:00:3c
14,-50.92857142857143,24.0,f2:76:0e:0f:00:28
14,-53.285714285714285,24.0,b4:6d:83:4c:22:be
14,-68.0,24.0,f2:78:19:bf:00:3c
14,-64.71428571428571,24.0,f2:6d:2c:8f:00:3c
14,-53.714285714285715,24.0,74:40:bb:36:79:27
14,-50.857142857142854,24.0,f2:6d:1a:bf:00:28
14,-49.642857142857146,24.0,4c:d5:77:a6:98:5b
14,-68.85714285714286,24.0,f2:6d:19:0f:00:3c
14,-49.785714285714285,24.0,2c:3b:70:d7:f7:c7
14,-53.714285714285715,24.0,1c:91:80:b9:42:40
14,-64.64285714285714,24.0,98:46:0a:35:dc:c7
14,-68.42857142857143,24.0,f2:6d:13:3f:00:3c
14,-64.42857142857143,24.0,f2:6d:1e:df:00:3c
14,-66.64285714285714,24.0,f2:6d:14:5f:00:3c
14,-64.85714285714286,24.0,cc:69:fa:6c:f7:bb
14,-66.28571428571429,24.0,f2:78:18:0f:00:3c
14,-50.785714285714285,24.0,f2:6d:26:2f:00:28
14,-70.14285714285714,24.0,d0:04:01:5b:36:22
14,-65.0,24.0,0c:19:f8:90:9c:61
14,-66.64285714285714,24.0,50:49:b0:1e:a8:2b
14,-63.285714285714285,24.0,f2:6d:1b:af:00:3c
15,-46.2,24.0,40:ec:99:69:ab:cc
15,-47.6,24.0,52:9a:28:c3:08:8b
15,-45.13333333333333,24.0,c0:95:6d:2b:da:d2
15,-45.6,24.0,7c:78:7e:f0:4a:1a
15,-70.6,24.0,f2:76:0f:8f:00:3c
15,-68.86666666666666,24.0,f2:78:5d:9f:00:3c
15,-69.2,24.0,f2:77:81:4f:00:3c
15,-67.26666666666667,24.0,10:07:b6:ec:c4:2d
15,-65.73333333333333,24.0,f2:78:be:5f:00:3c
15,-65.26666666666667,24.0,f2:c5:52:ef:00:3c
15,-62.46666666666667,24.0,f2:6d:10:9f:00:3c
15,-67.93333333333334,24.0,f2:78:0a:bf:00:3c
15,-65.93333333333334,24.0,f2:6d:11:5f:00:3c
15,-54.8,24.0,5a:bf:f6:e3:fa:b4
15,-50.86666666666667,24.0,32:09:4b:ac:d0:a0
15,-68.66666666666667,24.0,ec:28:d3:c6:27:41
15,-67.26666666666667,24.0,f2:6d:25:6f:00:3c
15,-54.46666666666667,24.0,1c:c1:0c:2d:0f:87
15,-48.86666666666667,24.0,30:c9:ab:9f:76:99
15,-64.26666666666667,24.0,f2:6d:19:cf:00:3c
15,-66.46666666666667,24.0,30:57:14:30:30:b7
15,-68.2,24.0,44:4a:db:3d:96:92
15,-68.53333333333333,24.0,c0:ee:fb:3d:0a:9e
15,-66.06666666666666,24.0,5c:ed:f4:2b:2d:a1
15,-50.4,24.0,d8:c0:a6:8a:ff:37
15,-59.6,9.266666666666667,f0:65:ae:b1:77:50
15,-50.333333333333336,24.0,82:06:33:c6:de:b3
15,-67.06666666666666,24.0,48:35:2b:69:09:7c
15,-65.0,24.0,f2:6d:2c:5f:00:3c
15,-51.2,24.0,06:1e:65:3d:34:d9
15,-48.8,24.0,40:1c:83:82:7f:4e
15,-65.06666666666666,24.0,f2:6d:25:0f:00:3c
15,-49.13333333333333,24.0,2e:19:19:af:19:c7
15,-51.0,24.0,d8:c0:a6:3a:98:8f
15,-68.6,24.0,48:74:12:64:aa:99
15,-65.66666666666667,24.0,c4:a0:52:74:22:7a
15,-51.266666666666666,24.0,80:30:49:3b:c4:4f
15,-50.333333333333336,24.0,f2:d0:a4:3f:00:28
15,-67.33333333333333,24.0,f2:6d:28:6f:00:3c
15,-64.73333333333333,24.0,f2:6d:0f:4f:00:3c
15,-66.66666666666667,24.0,f2:c5:4f:8f:00:3c
15,-53.733333333333334,24.0,b0:a4:60:5d:43:eb
15,-66.6,24.0,7c:63:05:4e:92:26
15,-63.0,24.0,7c:ab:60:42:3f:71
15,-64.66666666666667,24.0,f2:6d:0e:5f:00:3c
15,-63.2,24.0,f2:76:16:7f:00:3c
15,-66.53333333333333,24.0,f2:78:bd:cf:00:3c
15,-50.86666666666667,24.0,54:6c:eb:cc:41:c4
15,-64.53333333333333,24.0,f2:76:13:1f:00:3c
15,-68.8,24.0,a8:5e:f2:06:ed:15
15,-66.86666666666666,24.0,f2:76:16:af:00:3c
15,-67.8,24.0,e8:5f:02:0e:e7:d7
15,-70.06666666666666,24.0,8c:98:6b:ef:fb:c8
15,-70.46666666666667,24.0,18:e7:b0:94:98:81
15,-60.4,36.85925333333333,cc:f7:35:1c:13:2a
15,-67.33333333333333,24.0,f2:6d:1c:0f:00:3c
15,-69.4,24.0,80:54:9c:04:94:3d
15,-64.73333333333333,24.0,f2:d1:20:bf:00:3c
15,-64.06666666666666,24.0,28:16:7f:1e:0a:6f
15,-51.93333333333333,24.0,80:91:33:99:7d:35
15,-65.26666666666667,24.0,f2:76:15:ef:00:3c
15,-67.46666666666667,24.0,f2:c5:50:4f:00:3c
15,-69.0,24.0,f2:6d:24:af:00:3c
15,-62.06666666666667,24.0,f2:6d:24:4f:00:3c
15,-66.93333333333334,24.0,f2:76:20:6f:00:3c
15,-69.73333333333333,24.0,8c:f1:12:9c:2d:77
15,-64.8,24.0,14:dd:9c:d1:6f:c3
15,-52.0,24.0,14:ab:c5:07:7f:51
15,-70.73333333333333,24.0,b8:90:47:40:1d:ff
16,-66.875,24.0,74:f2:fa:b5:65:87
16,-64.125,24.0,f2:76:16:4f:00:3c
16,-69.125,24.0,14:88:e6:0d:2b:bc
16,-53.9375,24.0,5c:fb:3a:cc:d9:05
16,-50.875,24.0,54:6c:eb:8f:5e:d0
16,-65.0,24.0,f2:76:2b:1f:00:3c
16,-68.8125,24.0,f2:6d:22:3f:00:3c
16,-63.25,24.0,f2:78:bd:ff:00:3c
16,-64.3125,24.0,f2:78:5e:2f:00:3c
16,-64.4375,24.0,f2:6d:14:2f:00:3c
16,-55.75,24.0,b4:8c:9d:08:87:1b
16,-66.375,24.0,e4:9c:67:24:11:40
16,-66.6875,24.0,f2:c5:52:bf:00:3c
16,-63.0,24.0,f2:6d:27:4f:00:3c
16,-70.0,24.0,f2:6d:21:df:00:3c
16,-63.875,24.0,70:bb:e9:1c:b5:17
16,-69.625,24.0,98:b3:79:68:1b:1c
16,-62.75,24.0,f2:c5:51:3f:00:3c
16,-67.875,24.0,3c:19:5e:05:89:1e
16,-50.125,24.0,f6:d2:b3:ba:50:2e
16,-64.4375,24.0,f2:c5:52:8f:00:3c
16,-62.6875,24.0,f2:c5:4b:cf:00:3c
16,-52.875,24.0,e0:d0:45:4c:d8:0d
16,-67.8125,24.0,f2:6d:24:7f:00:3c
16,-64.0625,24.0,f0:6c:5d:a7:65:b4
16,-63.75,24.0,f2:6d:12:4f:00:3c
16,-70.0625,24.0,d4:8a:39:23:ed:f0
16,-48.6875,24.0,fc:02:96:55:22:22
16,-63.875,24.0,f2:c5:4b:9f:00:3c
16,-65.25,24.0,2c:be:eb:32:45:f2
16,-51.9375,24.0,14:c2:13:0b:5a:ee
16,-52.1875,24.0,46:89:d2:82:83:d2
16,-65.0,24.0,f2:76:16:df:00:3c
16,-66.375,24.0,60:06:e3:76:39:64
16,-50.4375,24.0,68:3e:26:c6:e7:7e
16,-51.125,24.0,84:ef:18:7e:8b:3c
16,-50.8125,24.0,30:03:c8:8b:d5:d3
16,-70.1875,24.0,e2:54:aa:60:4d:29
16,-51.375,24.0,b4:8c:9d:91:8f:55
16,-64.9375,24.0,f2:6d:1f:0f:00:3c
16,-65.0,24.0,74:ef:4b:7a:31:2d
16,-51.375,24.0,58:6c:25:fc:d7:44
16,-64.875,24.0,7c:a1:ae:65:d5:28
16,-66.5625,24.0,f2:76:21:2f:00:3c
16,-50.5,24.0,00:93:37:af:fa:4b
16,-67.9375,24.0,18:e7:b0:4a:9b:0e
16,-49.125,24.0,fc:e2:6c:0b:0b:57
16,-66.375,24.0,10:e4:c2:a8:15:e1
16,-65.5,24.0,f2:6d:23:8f:00:3c
16,-50.625,22.5625,c8:94:02:82:f4:dd
16,-66.4375,24.0,f2:6d:2c:2f:00:3c
16,-66.6875,24.0,f2:76:12:ef:00:3c
16,-63.0,24.0,f2:78:5c:af:00:3c
16,-67.5625,24.0,bc:f7:30:0a:ba:c0
16,-64.25,24.0,50:3c:ca:63:1e:37
16,-52.875,24.0,0c:e4:41:e6:dd:b5
16,-67.125,24.0,30:bb:7d:1c:a1:b7
16,-63.3125,24.0,f2:c5:50:af:00:3c
16,-67.75,24.0,b8:2a:a9:0e:28:e2
16,-67.125,24.0,f2:6d:13:9f:00:3c
16,-64.875,24.0,f2:d1:21:af:00:3c
16,-65.9375,24.0,f2:76:1b:5f:00:3c
16,-67.875,24.0,34:1c:f0:93:83:da
17,-50.8235294117647,24.0,fc:1d:2a:37:bd:e8
17,-67.11764705882354,24.0,b8:b2:f8:7b:a7:06
17,-65.17647058823529,24.0,f2:c5:4f:5f:00:3c
17,-51.529411764705884,24.0,b4:8c:9d:37:28:b1
17,-68.05882352941177,24.0,f2:c5:52:5f:00:3c
17,-52.23529411764706,24.0,d2:6d:4c:ae:c7:2f
17,-49.294117647058826,24.0,58:1c:f8:81:5e:3e
17,-70.11764705882354,24.0,f2:c5:4e:0f:00:3c
17,-66.70588235294117,24.0,f2:6d:22:0f:00:3c
17,-69.76470588235294,24.0,9e:23:36:fe:19:bf
17,-60.705882352941174,24.0,18:e7:b0:a1:1c:d7
17,-65.41176470588235,24.0,e8:5a:8b:6f:06:2f
17,-48.529411764705884,24.0,18:3e:ef:ed:2f:40
17,-50.76470588235294,24.0,14:7d:da:da:6e:6d
17,-65.05882352941177,24.0,f2:6d:23:ef:00:3c
17,-65.76470588235294,24.0,48:4b:aa:cd:86:96
17,-68.47058823529412,24.0,f2:76:1c:1f:00:3c
17,-63.88235294117647,24.0,f2:c5:4f:bf:00:3c
17,-69.88235294117646,24.0,40:c7:11:10:b8:47
17,-65.0,24.0,f2:78:5d:cf:00:3c
17,-54.294117647058826,24.0,04:c8:07:2d:ea:cc
17,-52.1764705882353,24.0,8c:f8:c5:a9:d8:91
17,-49.88235294117647,24.0,10:b5:88:6f:d1:cc
17,-52.529411764705884,37.320235294117644,8c:b8:7e:b5:09:f0
17,-50.529411764705884,24.0,48:e7:da:43:2d:11
17,-66.29411764705883,24.0,30:d7:a1:df:c1:6b
17,-52.94117647058823,24.0,48:e2:44:f5:44:d9
17,-51.0,24.0,5c:3a:45:4d:2c:7d
17,-63.588235294117645,24.0,f2:76:0f:5f:00:3c
17,-49.8235294117647,24.0,14:7d:da:2a:bc:cd
17,-67.76470588235294,24.0,60:3a:af:68:0d:0d
17,-52.294117647058826,24.0,40:74:e0:a6:24:df
17,-66.47058823529412,24.0,60:7e:c9:db:99:1b
17,-69.29411764705883,24.0,f2:6d:22:cf:00:3c
17,-64.88235294117646,24.0,f2:6d:10:cf:00:3c
17,-68.82352941176471,24.0,f2:78:18:3f:00:3c
17,-64.23529411764706,24.0,f2:6d:1e:1f:00:3c
17,-69.29411764705883,24.0,34:b9:8d:8c:c1:5e
17,-62.411764705882355,24.0,98:69:8a:5b:4d:04
17,-51.05882352941177,24.0,80:b6:55:65:8d:35
17,-64.52941176470588,24.0,e8:f7:91:ac:ec:82
17,-49.294117647058826,24.0,d8:c0:a6:d6:cf:93
17,-68.05882352941177,24.0,ec:73:79:92:d8:50
17,-65.82352941176471,24.0,f2:6d:1f:cf:00:3c
17,-69.0,24.0,f2:6d:11:2f:00:3c
17,-67.82352941176471,24.0,f2:76:18:bf:00:3c
18,-50.611111111111114,24.0,1c:57:dc:5b:f0:c4
18,-51.166666666666664,24.0,34:2e:b7:17:a8:86
18,-62.05555555555556,24.0,70:f0:87:bf:51:3b
18,-50.44444444444444,24.0,6c:6a:77:db:8b:ed
18,-66.83333333333333,24.0,f2:6d:14:bf:00:3c
18,-67.0,24.0,f2:76:2a:5f:00:3c
18,-64.61111111111111,24.0,c6:d7:2c:98:88:f8
18,-66.22222222222223,24.0,d0:49:7c:33:44:8f
18,-53.166666666666664,24.0,54:6c:eb:e4:2b:1d
18,-52.22222222222222,24.0,34:6f:24:86:ba:3b
18,-66.66666666666667,24.0,b0:e5:f9:71:a3:75
18,-50.666666666666664,24.0,8c:7a:aa:f3:6b:ff
18,-65.94444444444444,24.0,c8:89:f3:0e:cb:ff
18,-67.0,24.0,f2:78:18:9f:00:3c
18,-69.22222222222223,24.0,20:69:80:36:e1:73
18,-67.22222222222223,24.0,ac:c9:06:9d:30:3d
18,-64.77777777777777,24.0,2c:a7:ef:7d:6d:1f
18,-47.72222222222222,24.0,1c:bf:c0:0c:17:79
18,-47.888888888888886,24.0,b0:68:e6:65:2c:bb
18,-65.77777777777777,24.0,f2:6d:29:bf:00:3c
18,-64.61111111111111,24.0,dc:80:84:83:5c:80
18,-51.55555555555556,24.0,c8:94:02:f8:c6:55
18,-68.44444444444444,24.0,74:f2:fa:42:9f:05
18,-69.72222222222223,24.0,cc:69:fa:5c:e5:2e
18,-68.66666666666667,24.0,f4:02:28:0c:ca:98
18,-66.83333333333333,24.0,f2:6d:1f:9f:00:3c
18,-51.94444444444444,24.0,9c:3e:53:6d:a7:f3
18,-52.0,24.0,c8:e2:65:20:b9:03
18,-63.833333333333336,24.0,04:99:b9:cb:56:7d
18,-51.888888888888886,24.0,8a:9a:f3:5b:a7:94
18,-65.77777777777777,24.0,38:53:9c:c0:65:f4
18,-50.0,24.0,1c:57:dc:5b:8f:dd
18,-66.77777777777777,24.0,f2:76:18:5f:00:3c
18,-66.22222222222223,24.0,f2:6d:1d:2f:00:3c
18,-53.72222222222222,24.0,a8:6d:aa:2e:cf:93
19,-65.05263157894737,24.0,ac:c0:48:10:9c:d5
19,-67.6842105263158,24.0,30:ab:6a:42:aa:bb
19,-66.84210526315789,24.0,10:ec:81:cb:43:32
19,-51.21052631578947,24.0,d0:ab:d5:3a:19:2a
19,-66.73684210526316,24.0,f2:6d:1d:ef:00:3c
19,-69.26315789473684,24.0,98:a5:f9:64:4e:23
19,-51.578947368421055,24.0,10:68:38:94:ee:95
19,-64.47368421052632,24.0,80:54:e3:a4:e3:28
19,-50.73684210526316,24.0,be:b1:ef:75:2a:79
19,-49.94736842105263,24.0,10:b5:88:73:20:14
19,-67.36842105263158,24.0,f2:78:0b:4f:00:3c
19,-66.10526315789474,24.0,20:32:c6:71:fc:de
19,-51.421052631578945,24.0,76:22:9e:9b:02:31
19,-51.8421052631579,24.0,14:13:33:69:b5:87
19,-52.1578947368421,24.0,3c:e9:f7:cc:ca:81
19,-71.52631578947368,24.0,70:f0:87:bd:fe:7b
19,-66.36842105263158,24.0,a4:c6:9a:95:d3:b9
19,-67.21052631578948,24.0,f2:c5:50:7f:00:3c
19,-66.52631578947368,24.0,8c:e0:42:27:5a:27
19,-64.10526315789474,24.0,f2:78:5e:ef:00:3c
19,-67.78947368421052,24.0,30:bb:7d:97:cf:55
19,-64.63157894736842,24.0,f2:6d:27:df:00:3c
19,-66.89473684210526,24.0,08:38:e6:67:38:d6
19,-66.36842105263158,24.0,48:74:12:43:c9:03
19,-70.63157894736842,24.0,a4:cc:b9:03:e4:5b
19,-69.05263157894737,24.0,8c:e0:42:96:a1:33
19,-63.26315789473684,24.0,2c:c2:53:01:41:a7
19,-47.421052631578945,24.0,cc:08:fa:61:22:46
19,-63.78947368421053,24.0,f6:0b:52:f8:5d:be
19,-51.94736842105263,24.0,c8:89:f3:ec:3a:db
19,-52.0,24.0,f4:26:79:1e:3e:21
19,-69.0,24.0,cc:44:63:0f:61:63
19,-66.78947368421052,24.0,f2:76:12:bf:00:3c
19,-48.31578947368421,24.0,92:52:9a:de:9c:3f
19,-53.8421052631579,24.0,d2:0c:16:e4:f7:54
19,-67.3157894736842,24.0,e4:b2:fb:40:8d:75
19,-66.15789473684211,24.0,40:9c:28:5b:35:32
19,-70.26315789473684,24.0,fc:aa:b6:f0:38:86
19,-63.63157894736842,24.0,d4:8a:39:bd:31:b5
19,-68.05263157894737,24.0,f8:ff:c2:e9:27:1f
19,-49.78947368421053,24.0,70:dd:a8:08:55:79
20,-50.15,24.0,ac:50:de:f9:e9:ab
20,-67.95,24.0,2c:be:eb:60:b4:0f
20,-68.9,24.0,d0:3f:aa:5f:f0:2c
20,-67.0,24.0,52:2b:b4:92:bf:54
20,-67.45,24.0,0c:ec:8d:57:19:62
20,-65.0,24.0,f2:77:ae:1f:00:3c
20,-51.35,24.0,74:70:fd:be:96:50
20,-52.55,24.0,ec:2e:98:c1:3d:07
20,-69.15,17.525,5c:ed:f4:8c:13:b0
20,-66.7,24.0,1c:86:82:35:c5:81
20,-68.05,24.0,6c:c7:ec:64:45:86
20,-49.55,24.0,c8:e2:65:d0:66:55
20,-52.45,24.0,d0:88:0c:7e:63:0e
20,-68.0,24.0,10:82:d7:66:b8:99
20,-64.35,24.0,f2:77:a1:bf:00:3c
20,-69.05,24.0,f2:c5:53:1f:00:3c
20,-70.25,24.0,04:68:65:26:b1:5d
20,-48.4,24.0,ca:bf:bc:03:64:ad
20,-65.0,24.0,98:b8:bc:03:39:9d
20,-66.55,24.0,dc:b7:2e:76:30:3c
20,-67.75,24.0,58:85:e9:ca:aa:73
20,-52.3,24.0,64:d2:c4:ea:e9:ca
20,-63.1,24.0,30:d7:a1:d2:8b:b0
21,-50.714285714285715,24.0,7c:21:4a:3a:a2:28
21,-49.333333333333336,24.0,0e:fc:d2:47:48:68
21,-70.71428571428571,24.0,78:67:d7:02:49:3e
21,-52.0,24.0,0c:e4:41:da:2e:bf
21,-50.42857142857143,24.0,18:3e:ef:f1:04:cc
21,-53.38095238095238,24.0,38:38:4b:2d:9a:1d
21,-63.42857142857143,24.0,f2:76:0e:9f:00:3c
21,-63.285714285714285,24.0,30:94:35:5b:7b:f7
